age,default,balance,housing,loan,day_of_week,month,duration,campaign,pdays,previous,y,contact_bin,marital_married,marital_single,poutcome_nonexistent,poutcome_other,poutcome_success,job_freq,education_ord
4.060443010546419,0,5.093750200806762,1,0,5,5,5.1647859739235145,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.09188029461856628,1
3.9512437185814275,0,5.438079308923196,1,0,5,5,5.869296913133774,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.05007630886288735,0
3.828641396489095,0,2.639057329615259,1,0,5,5,4.59511985013459,0.6931471805599453,0.0,0.0,0,2,0,1,1,0,0,0.11437482028709828,1
4.060443010546419,0,3.970291913552122,1,0,5,5,3.6635616461296463,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.22162748003804383,0
4.110873864173311,0,4.110873864173311,1,0,5,5,5.393627546352361,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.05007630886288735,0
3.5263605246161616,0,0.0,1,0,5,5,4.007333185232471,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.09188029461856628,1
3.367295829986474,0,6.584791392385716,1,1,5,5,5.572154032177765,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.22162748003804383,1
4.04305126783455,0,6.659293919683638,1,0,5,5,5.10594547390058,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.20919687686624935,2
3.4965075614664802,0,3.1780538303479458,1,1,5,5,5.081404364984463,0.6931471805599453,0.0,0.0,0,2,0,1,1,0,0,0.22162748003804383,0
3.258096538021482,0,3.9318256327243257,1,0,5,5,5.83773044716594,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.09188029461856628,1
3.713572066704308,0,0.0,1,1,5,5,5.204006687076795,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.05007630886288735,0
3.8066624897703196,0,0.0,1,0,5,5,5.153291594497779,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.11437482028709828,1
3.6888794541139363,0,5.545177444479562,1,0,5,5,5.6937321388027,0.6931471805599453,0.0,0.0,0,2,0,1,1,0,0,0.20919687686624935,2
3.970291913552122,0,4.736198448394496,1,1,5,5,4.852030263919617,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.03289022582999712,1
3.8501476017100584,0,0.0,1,0,5,5,5.545177444479562,1.0986122886681096,0.0,0.0,0,2,0,1,1,0,0,0.20919687686624935,1
3.6109179126442243,0,5.583496308781699,1,1,5,5,5.855071922202427,0.6931471805599453,0.0,0.0,0,2,0,1,1,0,0,0.16803432792904383,1
4.060443010546419,0,6.733401891837359,0,1,5,5,5.420534999272286,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.16803432792904383,1
3.912023005428146,0,5.937536205082426,1,0,5,5,5.442417710521793,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.20919687686624935,2
4.110873864173311,0,3.6888794541139363,1,1,5,5,5.342334251964811,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.11437482028709828,1
4.0943445622221,0,0.0,1,0,5,5,5.424950017481403,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.22162748003804383,1
3.9512437185814275,0,9.27199975236291,1,0,5,5,5.820082930352362,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.20919687686624935,2
4.060443010546419,0,4.1588830833596715,1,0,5,5,5.493061443340548,0.6931471805599453,0.0,0.0,0,2,0,0,1,0,0,0.16803432792904383,1
3.258096538021482,0,0.0,1,0,5,5,5.902633333401366,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.22162748003804383,1
3.9889840465642745,0,0.0,0,0,5,5,7.418780882750794,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.16803432792904383,1
3.6109179126442243,0,6.2285110035911835,1,0,5,5,6.359573868672378,0.6931471805599453,0.0,0.0,0,2,0,0,1,0,0,0.11437482028709828,1
3.6375861597263857,0,0.0,1,0,5,5,4.927253685157205,0.6931471805599453,0.0,0.0,0,2,0,1,1,0,0,0.11437482028709828,1
3.8066624897703196,0,7.8582541821860294,1,0,5,5,5.081404364984463,0.6931471805599453,0.0,0.0,0,2,0,0,1,0,0,0.09188029461856628,1
3.9318256327243257,0,3.912023005428146,1,0,5,5,5.198497031265826,1.0986122886681096,0.0,0.0,0,2,1,0,1,0,0,0.20919687686624935,1
4.110873864173311,0,4.653960350157523,1,0,5,5,3.1354942159291497,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.22162748003804383,1
4.007333185232471,0,6.272877006546167,1,0,5,5,7.30854279753919,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.05007630886288735,1
4.07753744390572,0,4.574710978503383,1,0,5,5,6.424869023905388,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.05007630886288735,1
3.6109179126442243,0,0.0,1,0,5,5,5.493061443340548,0.6931471805599453,0.0,0.0,0,2,0,1,1,0,0,0.11437482028709828,0
4.07753744390572,0,0.0,1,0,5,5,5.87493073085203,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.03492512884032647,2
3.8066624897703196,0,0.0,1,0,5,5,5.420534999272286,1.0986122886681096,0.0,0.0,0,2,1,0,1,0,0,0.16803432792904383,1
4.02535169073515,0,0.0,0,0,5,5,5.081404364984463,0.6931471805599453,0.0,0.0,0,2,0,0,1,0,0,0.16803432792904383,1
3.4011973816621555,0,0.0,1,0,5,5,5.8971538676367405,0.6931471805599453,0.0,0.0,0,2,0,1,1,0,0,0.20919687686624935,2
4.007333185232471,0,7.163946684342547,1,0,5,5,5.58724865840025,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.22162748003804383,1
3.8918202981106265,0,0.0,1,0,5,5,5.537334267018537,0.6931471805599453,0.0,0.0,0,2,0,0,1,0,0,0.20919687686624935,2
3.4965075614664802,0,0.0,1,0,5,5,5.19295685089021,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.20919687686624935,2
3.7612001156935624,0,0.0,1,0,5,5,6.669498089857879,0.6931471805599453,0.0,0.0,0,2,0,1,1,0,0,0.11437482028709828,1
3.2188758248682006,0,0.0,1,1,5,5,4.983606621708336,0.6931471805599453,0.0,0.0,0,2,0,1,1,0,0,0.16803432792904383,1
3.6635616461296463,0,5.497168225293202,0,1,5,5,5.1647859739235145,0.6931471805599453,0.0,0.0,0,2,0,1,1,0,0,0.03289022582999712,2
3.6635616461296463,0,6.052089168924417,1,0,5,5,4.653960350157523,0.6931471805599453,0.0,0.0,0,2,0,1,1,0,0,0.20919687686624935,2
3.8712010109078907,0,5.726847747587197,1,0,5,5,2.639057329615259,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.22162748003804383,1
3.713572066704308,0,3.2188758248682006,1,0,5,5,5.225746673713202,0.6931471805599453,0.0,0.0,0,2,0,1,1,0,0,0.22162748003804383,1
3.8501476017100584,0,5.19295685089021,1,0,5,5,7.483806687665835,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.09188029461856628,0
3.4965075614664802,0,0.0,1,0,5,5,4.9344739331306915,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.11437482028709828,2
3.9889840465642745,0,6.897704943128636,1,0,5,5,6.70073110954781,0.6931471805599453,0.0,0.0,0,2,0,0,1,0,0,0.16803432792904383,1
4.060443010546419,0,5.521460917862246,1,0,5,5,5.10594547390058,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.22162748003804383,0
3.5263605246161616,0,6.673297967767654,1,0,5,5,5.971261839790462,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.09188029461856628,1
3.912023005428146,0,5.043425116919247,1,0,5,5,5.8805329864007,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.22162748003804383,1
3.9512437185814275,0,8.784315349902657,1,0,5,5,4.5217885770490405,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.20919687686624935,2
4.110873864173311,0,4.61512051684126,0,0,5,5,6.270988431858299,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.05007630886288735,2
4.0943445622221,0,4.0943445622221,1,0,5,5,5.6131281063880705,0.6931471805599453,0.0,0.0,0,2,0,0,1,0,0,0.20919687686624935,2
4.02535169073515,0,7.095064377287131,1,0,5,5,5.0689042022202315,1.0986122886681096,0.0,0.0,0,2,1,0,1,0,0,0.16803432792904383,1
3.58351893845611,0,9.411156511406302,1,1,5,5,5.181783550292085,0.6931471805599453,0.0,0.0,0,2,0,1,1,0,0,0.22162748003804383,1
4.060443010546419,0,8.688790784847216,1,1,5,5,5.556828061699537,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.22162748003804383,1
3.4657359027997265,0,3.258096538021482,1,1,5,5,5.153291594497779,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.09188029461856628,1
4.007333185232471,0,5.645446897643238,1,1,5,5,5.043425116919247,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.20919687686624935,1
4.02535169073515,0,3.1780538303479458,1,0,5,5,5.676753802268282,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.22162748003804383,0
3.784189633918261,0,7.569411792450712,1,0,5,5,5.204006687076795,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.16803432792904383,1
3.9889840465642745,0,5.953243334287785,1,0,5,5,5.176149732573829,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.16803432792904383,1
3.8066624897703196,0,6.368187186350492,0,1,5,5,5.356586274672012,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.22162748003804383,1
4.02535169073515,0,4.5217885770490405,0,0,5,5,5.857933154483459,0.6931471805599453,0.0,0.0,0,2,0,0,1,0,0,0.09188029461856628,1
3.912023005428146,0,0.0,1,1,5,5,5.60947179518496,0.6931471805599453,0.0,0.0,0,2,0,0,1,0,0,0.09188029461856628,1
4.02535169073515,1,0.6931471805599453,1,0,5,5,5.342334251964811,0.6931471805599453,0.0,0.0,0,2,0,0,1,0,0,0.09188029461856628,1
3.828641396489095,0,5.332718793265369,1,0,5,5,5.267858159063328,0.6931471805599453,0.0,0.0,0,2,0,1,1,0,0,0.11437482028709828,1
3.8712010109078907,0,5.10594547390058,0,0,5,5,5.3612921657094255,0.6931471805599453,0.0,0.0,0,2,0,0,1,0,0,0.09188029461856628,1
3.7612001156935624,0,6.53813982376767,1,0,5,5,3.044522437723423,0.6931471805599453,0.0,0.0,0,2,0,1,1,0,0,0.16803432792904383,1
4.0943445622221,0,7.759614150696903,1,0,5,5,6.949856455000773,0.6931471805599453,0.0,0.0,1,2,1,0,1,0,0,0.11437482028709828,1
3.8501476017100584,0,4.927253685157205,1,1,5,5,5.5093883366279774,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.03492512884032647,2
3.9512437185814275,0,5.159055299214529,1,0,5,5,6.272877006546167,1.0986122886681096,0.0,0.0,0,2,1,0,1,0,0,0.22162748003804383,0
4.04305126783455,0,3.828641396489095,0,0,5,5,7.291656209174461,0.6931471805599453,0.0,0.0,1,2,1,0,1,0,0,0.11437482028709828,1
3.7376696182833684,0,7.147559271189454,1,0,5,5,7.237059026124737,0.6931471805599453,0.0,0.0,1,2,1,0,1,0,0,0.16803432792904383,1
3.8501476017100584,0,2.833213344056216,1,1,5,5,5.241747015059643,1.0986122886681096,0.0,0.0,0,2,0,0,1,0,0,0.20919687686624935,1
4.060443010546419,0,6.18826412308259,1,0,5,5,5.198497031265826,1.0986122886681096,0.0,0.0,0,2,1,0,1,0,0,0.05007630886288735,1
3.7612001156935624,0,3.9318256327243257,0,0,5,5,3.8918202981106265,0.6931471805599453,0.0,0.0,0,2,0,1,1,0,0,0.20919687686624935,1
3.4339872044851463,0,5.030437921392435,1,1,5,5,5.365976015021851,1.0986122886681096,0.0,0.0,0,2,1,0,1,0,0,0.16803432792904383,1
4.110873864173311,0,5.673323267171493,1,0,5,5,6.369900982828227,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.11437482028709828,1
4.110873864173311,0,4.007333185232471,1,0,5,5,5.402677381872279,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.22162748003804383,1
4.060443010546419,0,0.0,0,0,5,5,5.159055299214529,0.6931471805599453,0.0,0.0,0,2,0,0,1,0,0,0.03289022582999712,1
3.6109179126442243,0,4.624972813284271,1,1,5,5,6.056784013228625,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.20919687686624935,2
4.02535169073515,0,5.950642552587727,0,0,5,5,5.662960480135946,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.22162748003804383,1
4.110873864173311,0,4.406719247264253,1,0,5,5,4.624972813284271,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.05007630886288735,2
3.6888794541139363,0,0.0,1,0,5,5,5.318119993844216,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.16803432792904383,1
3.8501476017100584,0,5.438079308923196,1,0,5,5,5.288267030694535,0.6931471805599453,0.0,0.0,0,2,1,0,1,0,0,0.20919687686624935,2
